id,kel_1_qn,kel_1_ans,kel_2_qn,kel_2_ans,kel_3_qn,kel_3_ans,prov,female,urban,muslim,age,married,children,educ,retired,unemployed,income,javanese,santri,v_11,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_23,v_55,v_56,v_60,v_62,v_65,v_77,v_78,v_79,v_82,v_84,v_86,v_87,v_109,v_114,v_116,v_117,v_118,v_120,v_121,v_122,v_124,v_125,v_126,v_128,v_129,v_130,v_132,v_133,v_134,v_136,v_137,v_138,v_140,v_141,prio1,prio2,prio3,prio4,prio5,prio6,prio7,prio8,prio9,prio10,prio11,prio12,prio13,prio14,prio15,prio16,prio17,prio18
1767,"Pancasila/Bad","No","Pancasila/Good","Yes","Pancasila/Bad","Yes","JawaTimur",0,0,1,45,1,3,3,0,0,8,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","No progress","A Little","A Little","Very Uninterested","Don't know","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1768,"Islam/Unclear","No","Pancasila/Good","Yes","Islam/Unclear","Yes","JawaTimur",1,1,,70,1,3,1,0,0,1,0,,"Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Never","Never","Never","Never","Seldom","Abangan","Worse","Worse","Some progress","Somewhat Large","Don't Know","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Strongly agree","Strongly agree","Incompatible","Disagree","Agree","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Agree","Disagree","Agree","Don't know/Refuse to answer","Disagree",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1769,"Islam/Unclear","No","Islam/Good","Yes","Pancasila/Good","Yes","JawaTimur",0,0,1,66,1,1,2,0,1,1,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Don't Know","Same","A little progress","Don't Know","Don't Know","Interested","Don't know","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Disagree","Disagree","Compatible","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,"Pancasila/Unclear","No","Pancasila/Bad","Yes","Pancasila/Unclear","No","JawaTimur",0,1,1,45,0,2,7,0,0,4,1,0,"Often","Seldom","Seldom","Never","Seldom","Seldom","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Abangan","Same","Worse","A little progress","A Little","None","Interested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Disagree","Disagree","Incompatible","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1771,"Islam/Good","No","Islam/Good","No","Islam/Good","No","JawaTimur",0,0,1,50,1,5,3,0,0,11,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Much worse","Much worse","No progress","A Little","A Little","Very Uninterested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Not at all satisfied","Disagree","Disagree","Compatible","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,"Islam/Unclear","No","Pancasila/Good","Yes","Islam/Unclear","No","JawaTimur",1,0,1,20,1,1,5,0,0,,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Santri","Much worse","Worse","Some progress","None","None","Not Interested","Very large","No, because failed to fulfill requirements",,"Somewhat satisfied","Strongly agree","Disagree","Incompatible","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1773,"Islam/Good","Yes","Islam/Good","Yes","Pancasila/Unclear","Yes","JawaTimur",1,1,1,33,1,2,5,0,0,3,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","Some progress","A Little","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Incompatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1774,"Pancasila/Bad","No","Pancasila/Unclear","No","Islam/Good","Yes","JawaTimur",0,1,1,35,1,1,3,0,0,4,0,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Santri","Worse","Worse","A little progress","Very Large","A Little","Very Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Strongly agree","Disagree","Strongly compatible","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Disagree","Disagree",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1775,"Islam/Unclear","No","Islam/Unclear","No","Islam/Good","No","JawaTimur",0,1,1,48,1,5,5,0,0,2,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Seldom","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","A little progress","A Little","None","Interested","Somewhat large","No, because forbidden or not registered",,"Not very satisfied","Disagree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,"Islam/Good","No","Pancasila/Bad","No","Islam/Bad","No","JawaTimur",0,1,1,36,1,1,7,0,0,6,1,1,"Often","Fairly Often","Routinely/Always/Very Often","Seldom","Fairly Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","Some progress","Somewhat Large","None","Not Interested","Somewhat large","Yes","megawati sukarnoputri-hasyim muzadi","Somewhat satisfied","Disagree","Disagree","Compatible","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,"Pancasila/Bad","Yes","Islam/Bad","No","Islam/Bad","No","JawaTimur",0,0,1,48,1,2,3,0,0,1,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Seldom","Fairly Often","Seldom","Seldom","Fairly Often","Santri","Worse","Much worse","Some progress","Very Large","Don't Know","Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Disagree","Disagree","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1778,"Pancasila/Unclear","No","Pancasila/Bad","No","Islam/Bad","No","JawaTimur",1,0,1,47,1,3,2,0,0,8,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Santri","Worse","Same","Some progress","Somewhat Large","None","Not Interested","None at all","Yes","amien rais-siswono yudhohusodo","Not at all satisfied","Disagree","Disagree","Compatible","Agree","Disagree","Disagree","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1779,"Islam/Bad","No","Pancasila/Good","Yes","Islam/Unclear","Yes","JawaTimur",1,1,1,23,1,1,5,0,0,4,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Never","Routinely/Always/Very Often","Abangan","Worse","Worse","A little progress","Somewhat Large","None","Not Interested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Agree","Disagree","Incompatible","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1780,"Pancasila/Good","Yes","Islam/Good","Yes","Islam/Good","Yes","JawaTimur",0,0,1,22,0,,7,0,0,,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Same","Better","A little progress","Very Large","A Little","Not Interested","Small","Yes","wiranto-solahuddin wahid","Not very satisfied","Agree","Agree","Compatible","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1781,"Pancasila/Unclear","No","Islam/Good","Yes","Pancasila/Bad","No","JawaTimur",0,1,1,40,1,3,5,0,0,2,1,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Don't know","Worse","Much worse","Some progress","A Little","None","Not Interested","Somewhat large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Disagree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,"Islam/Unclear","No","Islam/Unclear","No","Islam/Bad","No","JawaTimur",1,0,1,55,1,1,2,0,0,1,0,0,"Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Don't know","Worse","Worse","Don't know","Don't Know","Don't Know","Don't know","None at all","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Don't know","Don't know","Don't know","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,"Islam/Bad","No","Pancasila/Unclear","No","Islam/Good","Yes","JawaTimur",1,0,1,24,1,1,5,0,0,2,1,1,"Rarely","Seldom","Routinely/Always/Very Often","Seldom","Seldom","Never","Never","Never","Routinely/Always/Very Often","Santri","Worse","Worse","No progress","Somewhat Large","None","Not Interested","Small","Yes","megawati sukarnoputri-hasyim muzadi","Not at all satisfied","Agree","Don't know","Don't know","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Disagree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1784,"Pancasila/Good","Yes","Pancasila/Bad","No","Pancasila/Bad","No","JawaTimur",0,1,1,22,1,0,5,0,0,4,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Seldom","Seldom","Routinely/Always/Very Often","Santri","Same","Same","No progress","None","None","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Agree","Compatible","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1785,"Islam/Good","Yes","Pancasila/Good","Yes","Pancasila/Unclear","No","JawaTimur",1,1,1,46,1,3,3,0,0,2,1,1,"Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","Don't know","A Little","A Little","Not Interested","Don't know","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1786,"Islam/Unclear","Yes","Islam/Unclear","Yes","Pancasila/Bad","Yes","JawaTimur",0,0,1,48,1,2,3,0,0,2,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","Some progress","None","None","Interested","Very large","Yes","wiranto-solahuddin wahid","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1787,"Pancasila/Unclear","No","Islam/Bad","No","Pancasila/Good","Yes","JawaTimur",1,0,1,75,1,0,1,0,0,1,0,0,"Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Seldom","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Abangan","Much Better","Worse","Don't know","A Little","None","Very Uninterested","Don't know","Yes","Refuse to answer","Somewhat satisfied","Don't know","Don't know","Compatible","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1788,"Islam/Unclear","No","Islam/Good","No","Islam/Bad","No","JawaTimur",1,0,1,47,1,3,3,0,0,13,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Routinely/Always/Very Often","Santri","Worse","Same","Some progress","A Little","A Little","Not Interested","Somewhat large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Agree","Agree","Don't know","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Disagree","Disagree",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1789,"Islam/Unclear","No","Islam/Good","Yes","Pancasila/Bad","No","JawaTimur",0,0,1,23,0,,5,0,0,1,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Santri","Worse","Better","Much progress","Somewhat Large","None","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Strongly agree","Compatible","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1790,"Pancasila/Good","Yes","Islam/Bad","No","Pancasila/Unclear","No","JawaTimur",0,1,1,52,1,3,1,0,0,1,1,1,"Rarely","Seldom","Never","Never","Never","Never","Seldom","Seldom","Fairly Often","Santri","Better","Better","Some progress","A Little","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Compatible","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1791,"Pancasila/Good","No","Islam/Bad","Yes","Islam/Unclear","Yes","JawaTimur",1,1,1,35,1,3,3,0,0,1,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Seldom","Don't know","Worse","Worse","Some progress","A Little","A Little","Not Interested","Somewhat large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Don't know","Don't know","Don't know","Disagree","Don't know/Refuse to answer","Disagree","Agree","Disagree","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Disagree","Don't know/Refuse to answer","Disagree","Agree","Disagree","Agree","Disagree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1792,"Pancasila/Good","Yes","Islam/Good","Yes","Islam/Bad","No","JawaTimur",1,1,1,35,1,2,7,0,0,11,1,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Other","Worse","Worse","No progress","None","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Agree","Compatible","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,"Islam/Bad","No","Islam/Unclear","No","Pancasila/Bad","No","JawaTimur",1,0,1,32,1,2,3,0,0,3,1,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Seldom","Never","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Other","Worse","Worse","Don't know","Somewhat Large","Don't Know","Not Interested","None at all","No, because forbidden or not registered","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Agree","Disagree","Don't know","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1794,"Pancasila/Unclear","No","Pancasila/Unclear","No","Islam/Bad","No","JawaTimur",0,0,1,36,1,2,2,0,0,12,1,1,"Often","Seldom","Fairly Often","Fairly Often","Seldom","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Better","Much Better","A little progress","A Little","A Little","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Agree","Disagree","Compatible","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1795,"Pancasila/Good","Yes","Islam/Bad","No","Pancasila/Unclear","No","JawaTimur",0,1,1,47,1,2,7,0,0,5,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","A little progress","None","None","Not Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Disagree","Disagree","Compatible","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1796,"Pancasila/Good","No","Pancasila/Bad","No","Pancasila/Good","Yes","JawaTimur",1,0,1,18,0,,5,0,1,1,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Don't know","Worse","Much worse","A little progress","None","None","Not Interested","Somewhat large","No, because failed to fulfill requirements",,"Not at all satisfied","Disagree","Disagree","Compatible","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,"Islam/Good","Yes","Islam/Good","Yes","Islam/Good","Yes","JawaTimur",0,0,1,21,1,0,2,0,0,2,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Better","No progress","None","None","Interested","Very large","No, because failed to fulfill requirements",,"Somewhat satisfied","Agree","Agree","Compatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,"Pancasila/Bad","No","Pancasila/Bad","No","Pancasila/Unclear","No","JawaTimur",0,1,1,38,1,3,7,0,0,10,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","Some progress","Somewhat Large","Somewhat Large","Interested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,"Pancasila/Good","No","Islam/Good","Yes","Islam/Unclear","No","JawaTimur",1,0,1,40,1,1,3,0,0,2,1,1,"Often","Fairly Often","Routinely/Always/Very Often","Never","Seldom","Fairly Often","Fairly Often","Never","Routinely/Always/Very Often","Santri","Worse","Worse","Don't know","Don't Know","None","Not Interested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Somewhat satisfied","Agree","Agree","Don't know","Agree","Agree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1800,"Pancasila/Good","Yes","Pancasila/Unclear","Yes","Pancasila/Bad","Yes","JawaTimur",1,0,1,28,1,3,5,0,0,2,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","Some progress","None","None","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Disagree","Disagree","Compatible","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
